grp,pp,S,IDL,IDR,HarmonicityL,HarmonicityR,HarmonicityDownL,HarmonicityDownR,HarmonicityUpL,HarmonicityUpR,CircularityL,CircularityR,fL,fR,IDefL,IDefR,peakVelL,peakVelR,MTL,MTR,accTimeL,accTimeR,decTimeL,decTimeR,accQL,accQR,IPerfL,IPerfR,IPerfEfL,IPerfEfR,vfTrajCircularityL,vfTrajCircularityR,vfCircularityL,vfCircularityR,q1L,q1R,q2L,q2R,q3L,q3R,q4L,q4R,maxangleL,maxangleR,MI,rho,flsPC,flsAmp,phDiffMean,phDiffStd,d4D,d3D,d2D,d1D,minPeakDelay,minPeakDelayNorm
2,5,2,2,1,1,0.087742,1,0.10759,1,0.059319,0.76966,0.84253,1.3128,0.41624,3.2681,5.391,0.38084,0.16221,0.382,1.253,0.192,0.509,0.187,0.75,0.50381,0.4088,6.8049,4.2473,8.5552,4.3025,0.77441,0.78561,0.13702,0.28987,0.73123,0.843,0.80897,0.74294,0.77561,0.86117,0.73094,0.7044,0.2018,0.33302,0.023752,3.1538,0.61393,0.48301,-0.54005,0.98031,1.1556,1.1004,0.90959,9.8503,0.004,0.020942
2,5,2,2,2,1,0.25406,1,0.42442,1,0.044415,0.82164,0.86921,1.2141,0.65984,3.061,4.1309,0.37008,0.23681,0.409,0.759,0.2075,0.363,0.2015,0.39,0.50641,0.4801,6.3557,5.2701,7.4842,5.4426,0.82867,0.86059,0.13318,0.2156,0.8129,0.85074,0.85889,0.83884,0.82694,0.89937,0.81682,0.83163,0.33052,0.32138,0.071814,1.84,0.80315,0.69854,0.041404,0.97694,1.1984,1.2013,0.88359,-5.408,-0.022,-0.10758
2,5,2,2,2,1,0.1633,1,0.30487,1,0.11807,0.80796,0.86971,1.275,0.62391,3.0911,5.011,0.35623,0.22693,0.397,0.804,0.205,0.331,0.192,0.452,0.51451,0.43216,6.5478,4.9751,7.7862,6.2326,0.81279,0.83868,0.12368,0.21376,0.76479,0.89625,0.86984,0.84901,0.8434,0.89689,0.76208,0.75109,0.23802,0.71952,0.20767,2,0.72666,0.60673,2.8051,0.44359,1.194,1.2011,0.86555,1.2996,-0.01,-0.050378
2,5,2,2,2,1,0.14743,1,0.29939,1,0.055719,0.82932,0.87677,1.3197,0.58066,3.4814,4.7763,0.39584,0.21133,0.3825,0.854,0.19,0.366,0.1885,0.499,0.5,0.42588,6.796,4.6838,9.1016,5.5929,0.84441,0.8679,0.12705,0.20889,0.80906,0.87743,0.87625,0.84928,0.86396,0.90991,0.80801,0.80097,0.23213,0.33797,0.036162,2.2727,0.7835,0.63449,1.0636,0.94849,1.2115,1.2016,0.89132,2.9377,-0.001,-0.0052288
2,5,2,2,3,1,1,1,1,1,1,0.88106,0.86756,1.285,1.285,3.4897,3.6743,0.36944,0.38759,0.394,0.393,0.199,0.196,0.195,0.2,0.50805,0.5,6.5976,6.6144,8.8571,9.3494,0.90891,0.88278,0.12085,0.12605,0.85322,0.85223,0.94135,0.93873,0.93019,0.90717,0.87212,0.83528,0.15142,0.19472,0.78361,1,0.99926,0.96797,-0.071628,0.0062943,1.238,0.87629,0.85878,-0.073963,-0.009,-0.045685
2,5,2,2,3,1,1,1,1,1,1,0.86623,0.84218,1.3787,1.3787,3.8264,4.0963,0.40405,0.41165,0.372,0.371,0.18,0.179,0.187,0.192,0.48747,0.47688,6.9878,7.0066,10.286,11.041,0.86715,0.8298,0.10507,0.13529,0.83261,0.83195,0.87601,0.83636,0.88721,0.83335,0.84775,0.80844,0.15668,0.17218,0.7389,1,0.99977,0.95585,0.024136,0.0094566,1.2107,0.83638,0.86196,0.010503,0,0
2,5,2,2,3,1,1,1,1,1,1,0.83552,0.80046,1.4648,1.4648,3.3675,3.4865,0.42322,0.42342,0.34,0.342,0.173,0.169,0.169,0.169,0.50546,0.49844,7.6455,7.6008,9.9045,10.194,0.85778,0.81841,0.14387,0.14368,0.82378,0.78842,0.88228,0.84759,0.87135,0.81545,0.8392,0.76896,0.31793,0.30522,0.7697,1,0.99935,0.91975,0.059401,0.0088841,1.1542,0.82296,0.80036,0.049878,0.005,0.029412
2,5,3,1,1,0.061094,0.11114,0.072738,0.096823,0.045595,0.12945,0.84526,0.86605,0.38752,0.38752,5.5594,5.9267,0.15171,0.15847,1.295,1.315,0.391,0.463,0.899,0.854,0.29885,0.35962,4.1096,4.0471,4.293,4.507,0.78179,0.83083,0.35022,0.299,0.91729,0.93633,0.71598,0.77301,0.94437,0.8863,0.68397,0.73061,0.45198,0.43997,0.6379,1,0.99686,0.63487,0.4137,0.017502,1.2542,0.66188,1.0128,0.38968,0.169,0.261
2,5,3,1,1,0.048985,0.13109,0.038609,0.12787,0.051739,0.1259,0.81312,0.81944,0.32066,0.32066,5.3678,5.5939,0.1411,0.13992,1.508,1.561,0.419,0.623,1.074,0.885,0.29199,0.40428,3.5291,3.4093,3.5595,3.5835,0.76867,0.74196,0.34373,0.28627,0.88769,0.82825,0.66974,0.73592,0.89382,0.76881,0.65739,0.67656,0.5892,0.35484,0.58427,1,0.99934,0.57188,0.45477,0.031846,1.1905,0.59044,1.0207,0.39892,0.266,0.35279
2,5,3,1,1,0.05195,0.10424,0.052007,0.11479,0.048253,0.084367,0.81186,0.85828,0.36621,0.36621,5.4048,6.1202,0.16346,0.16805,1.317,1.313,0.385,0.533,0.912,0.787,0.29979,0.40222,4.0409,4.0533,4.1038,4.6612,0.70778,0.78631,0.34803,0.23004,0.87813,0.87271,0.66651,0.7711,0.87219,0.82568,0.63581,0.72754,0.62395,0.25644,0.77688,1,0.99407,0.59383,0.36221,0.020829,1.2229,0.53632,1.0576,0.3139,0.209,0.31739
2,5,3,1,2,0.14571,0.4278,0.09798,0.4852,0.18277,0.12797,0.77916,0.85086,0.28646,0.625,5.4467,4.5503,0.11664,0.21274,1.6915,0.783,0.587,0.313,1.1495,0.467,0.33109,0.39942,3.1463,5.1086,3.22,5.8113,0.75255,0.8252,0.35554,0.24447,0.78831,0.85252,0.6329,0.78059,0.89084,0.89889,0.66435,0.78693,0.34329,0.2005,0.063644,2.1818,0.99623,1.1046,3.0583,0.98921,1.1645,1.0858,0.93419,-6.1936,3e-06,7.6628e-06
2,5,3,1,2,0.10052,1,0.15972,1,0.092714,1,0.81514,0.83341,0.38069,0.8938,5.6782,3.9312,0.13909,0.28332,1.344,0.576,0.445,0.282,0.894,0.304,0.33869,0.47611,3.9598,6.9444,4.2248,6.8249,0.77104,0.80126,0.32428,0.16567,0.79802,0.81596,0.68563,0.81657,0.94595,0.81057,0.68675,0.7925,0.42912,0.18555,0.033229,2.3478,0.86336,0.92761,-2.0774,0.98936,1.1837,1.0998,0.94098,-6.3302,-2.3e-05,-7.9861e-05
2,5,3,1,2,0.084236,1,0.097886,1,0.080578,1,0.80243,0.84193,0.30839,0.80952,5.7383,4.094,0.12287,0.27308,1.532,0.599,0.468,0.282,1.067,0.317,0.32046,0.47167,3.4738,6.6778,3.7456,6.8347,0.75568,0.80073,0.38563,0.18734,0.77398,0.82161,0.63591,0.80768,0.9176,0.842,0.66433,0.76798,0.36287,0.25407,0.043576,2.625,0.94669,1.0705,-3.0938,0.97914,1.1696,1.0717,0.95073,-3.5311,-4e-06,-1.3356e-05
2,5,3,1,3,0.10263,1,0.12311,1,0.076555,1,0.83463,0.82993,0.35903,1.0627,5.9957,3.1714,0.13106,0.34213,1.379,0.461,0.494,0.223,0.909,0.237,0.35259,0.48655,3.8593,5.6387,4.3479,6.8794,0.76334,0.82949,0.28997,0.16692,0.81229,0.81938,0.69765,0.84417,0.90732,0.82888,0.71853,0.8028,0.4456,0.1218,0.076557,3,0.64829,0.61626,2.3549,0.59282,1.1943,1.0879,0.91915,-0.15381,9e-06,3.9046e-05
2,5,3,1,3,0.078196,1,0.099746,1,0.055943,1,0.84037,0.8376,0.39062,1.0905,5.8857,3.4624,0.14145,0.31717,1.3735,0.481,0.3875,0.235,0.9235,0.249,0.29119,0.48764,3.8747,5.4043,4.2852,7.1983,0.7944,0.82827,0.3376,0.15868,0.85279,0.79959,0.71446,0.84597,0.9368,0.85626,0.71746,0.79061,0.65244,0.15643,0.048598,2.7917,0.79456,0.74219,2.6537,0.98477,1.2021,1.1396,0.92354,-18.123,-1e-06,-4.158e-06
2,5,3,1,3,0.076569,1,0.083814,1,0.052964,1,0.86024,0.84211,0.39378,1.2128,5.7103,3.3572,0.15965,0.35965,1.268,0.416,0.405,0.213,0.842,0.2065,0.32624,0.50432,4.1971,6.2487,4.5034,8.0701,0.79601,0.85589,0.33969,0.13601,0.92145,0.81179,0.72255,0.8831,0.93519,0.86492,0.74515,0.7988,0.46415,0.22798,0.043773,3,0.62453,0.52393,0.1451,0.83369,1.2252,1.1738,0.9417,-0.39479,2e-06,9.6154e-06
2,5,3,2,1,1,0.086122,1,0.09238,1,0.082753,0.75896,0.88151,1.3709,0.45072,3.1163,5.6941,0.37254,0.18919,0.361,1.08,0.181,0.427,0.176,0.658,0.50716,0.40925,7.2007,4.9277,8.6323,5.2724,0.77825,0.83867,0.13385,0.26933,0.72219,0.91947,0.79074,0.83385,0.79078,0.89059,0.76652,0.76816,0.22026,0.59673,0.11534,3,0.47059,0.35145,3.0506,0.52633,1.1673,1.0953,0.91457,1.7778,0.03,0.1662
2,5,3,2,1,1,0.065793,1,0.062531,1,0.059874,0.80711,0.87194,1.3535,0.39405,3.0157,5.7446,0.37715,0.16364,0.363,1.267,0.186,0.463,0.178,0.82,0.5124,0.36211,7.1611,4.2004,8.3077,4.534,0.83946,0.84931,0.15036,0.31645,0.7517,0.93249,0.87002,0.83262,0.86398,0.91155,0.7871,0.74068,0.15913,0.64414,0.035424,3.5,0.54632,0.41175,0.88966,0.98667,1.1985,1.1823,0.90678,2.4377,0.021,0.1157
2,5,3,2,1,1,0.10622,1,0.11938,1,0.084447,0.786,0.88408,1.4453,0.48828,3.1245,5.8522,0.40946,0.1965,0.352,1.045,0.18,0.396,0.173,0.646,0.50992,0.38373,7.3848,5.0928,8.8764,5.6002,0.8005,0.85728,0.12873,0.30145,0.7585,0.90769,0.81621,0.80841,0.81829,0.93494,0.79291,0.79704,0.18957,0.61939,0.061145,3,0.43087,0.30575,1.0423,0.76137,1.1911,1.1936,0.91295,0.87969,0,0
2,5,3,2,2,1,0.35402,1,1,1,0.09284,0.86944,0.8755,1.5625,0.78125,3.4851,4.8459,0.41356,0.26164,0.318,0.654,0.169,0.308,0.153,0.34,0.52349,0.4728,8.1744,6.1162,10.96,7.4097,0.8765,0.86148,0.14087,0.19126,0.84504,0.89468,0.87157,0.87629,0.89507,0.85465,0.89737,0.8154,0.15887,0.18396,0.17508,2,0.87331,0.66427,3.0616,0.52989,1.2396,1.2081,0.88078,0.41161,-0.027,-0.16981
2,5,3,2,2,1,0.20352,1,0.29534,1,0.072453,0.81498,0.86844,1.5244,0.57165,2.9365,4.7834,0.42755,0.2131,0.333,0.854,0.171,0.349,0.161,0.489,0.51406,0.41383,7.8062,4.6838,8.8183,5.6011,0.86529,0.8579,0.15599,0.23609,0.78121,0.89405,0.88452,0.85988,0.86807,0.89622,0.80466,0.77584,0.20952,0.39444,0.04752,2.6667,0.58612,0.41071,-1.5849,0.98387,1.2015,1.1925,0.87705,1.2818,0.007,0.042042
2,5,3,2,2,1,0.70362,1,1,1,0.11942,0.8421,0.87493,1.4936,0.68934,2.9144,4.6474,0.43617,0.24491,0.332,0.696,0.175,0.316,0.16,0.372,0.52198,0.45631,7.8297,5.7471,8.7783,6.6773,0.87163,0.87225,0.12823,0.19228,0.7923,0.90325,0.88112,0.87253,0.8826,0.87744,0.83656,0.82448,0.19835,0.55255,0.051743,2.1667,0.77243,0.57497,1.8568,0.92979,1.2198,1.2102,0.86731,2.5123,0.011,0.066265
2,5,3,2,3,1,1,1,1,1,1,0.87437,0.86909,1.878,1.878,3.6423,3.9131,0.52372,0.54005,0.272,0.271,0.138,0.136,0.133,0.13,0.50709,0.50769,9.5568,9.5921,13.391,14.439,0.86706,0.86297,0.11417,0.10057,0.86648,0.88445,0.86879,0.90502,0.86464,0.85978,0.87806,0.83882,0.18814,0.13541,0.92264,1,0.99754,0.7968,0.20741,0.0054067,1.233,0.8875,0.85577,0.20789,0.017,0.125
2,5,3,2,3,1,1,1,1,1,1,0.85023,0.85259,1.878,1.878,3.2664,3.5363,0.52387,0.53131,0.269,0.269,0.14,0.136,0.135,0.134,0.50909,0.50362,9.6634,9.6634,12.143,13.146,0.8777,0.87895,0.13277,0.10964,0.79648,0.84378,0.92013,0.91265,0.91064,0.87667,0.85808,0.8086,0.20758,0.1484,0.78326,1,0.99092,0.88809,0.097538,0.010967,1.2141,0.90289,0.79531,0.10866,0.008,0.05948
2,5,3,2,3,1,1,1,1,1,1,0.859,0.85103,1.8029,1.8029,3.6469,3.699,0.53128,0.54728,0.276,0.275,0.142,0.142,0.138,0.136,0.51195,0.5,9.4183,9.4526,13.213,13.451,0.88494,0.85626,0.15184,0.13861,0.8237,0.82906,0.91672,0.92647,0.8822,0.86699,0.85596,0.80626,0.17389,0.20749,0.78384,1,0.99678,0.88054,0.082862,0.011614,1.2134,0.87409,0.82796,0.10539,0.01,0.072464
2,7,1,1,1,0.11089,0.16301,0.082762,0.078542,0.12252,0.20791,0.8151,0.83779,0.21807,0.21807,5.0536,6.0741,0.12786,0.11087,2.146,2.168,0.807,0.824,1.37,1.317,0.36784,0.39188,2.4799,2.4548,2.3549,2.8017,0.72116,0.75308,0.37801,0.33363,0.93729,0.87027,0.66913,0.73004,0.87184,0.79751,0.66871,0.66272,0.31869,0.57102,0.71717,1,0.99653,0.38629,-0.020624,0.0082187,1.2282,0.32143,1.128,-0.004802,0,0
2,7,1,1,1,0.087924,0.14649,0.063007,0.069236,0.10133,0.19817,0.8076,0.8207,0.23935,0.23935,5.4507,5.4777,0.12198,0.11628,2.05,2.063,0.664,0.781,1.387,1.274,0.3407,0.39028,2.5961,2.5797,2.6589,2.6552,0.68631,0.71482,0.37766,0.32175,0.88743,0.8524,0.68964,0.68458,0.80826,0.81349,0.60796,0.64771,1.0823,0.45219,0.714,1,0.99989,0.44868,-0.0070919,0.0075057,1.2143,0.32192,1.1202,0.0090579,0.025,0.02439
2,7,1,1,1,0.068905,0.082149,0.028311,0.022823,0.099646,0.18943,0.8073,0.84217,0.25577,0.25577,5.3094,5.4767,0.14721,0.1355,1.938,1.91,0.644,0.747,1.238,1.162,0.33969,0.38827,2.7461,2.7863,2.7396,2.8674,0.69324,0.78289,0.38053,0.30362,0.88723,0.90902,0.68342,0.75552,0.77403,0.82957,0.60646,0.69314,1.2128,1.7163,0.74503,1,0.99986,0.48374,-0.01956,0.0077924,1.223,0.30303,1.1321,-0.010835,0.039,0.040248
2,7,1,1,2,0.065203,0.1016,0.044648,0.053195,0.092382,0.13631,0.80857,0.83277,0.29064,0.29064,5.3639,4.874,0.14836,0.13236,1.76,1.736,0.575,0.663,1.119,1.046,0.35,0.38525,3.0238,2.3041,3.0477,2.8076,0.72101,0.77722,0.32848,0.29471,0.92278,0.87403,0.69694,0.72438,0.80346,0.869,0.61301,0.71399,0.29255,0.71112,0.73879,1,0.99934,0.52435,0.008337,0.010662,1.2128,0.35911,1.0902,0.019989,0.029,0.032955
2,7,1,1,2,0.06613,0.096094,0.027184,0.040254,0.14,0.13671,0.78332,0.81155,0.2474,0.2474,5.2961,5.1594,0.13571,0.11894,1.831,1.795,0.593,0.642,1.227,1.176,0.33191,0.35266,2.9066,2.2284,2.8924,2.8743,0.66707,0.73948,0.36855,0.32383,0.93292,0.88951,0.6113,0.70405,0.78328,0.8034,0.59569,0.65251,0.94951,0.35581,0.7357,1,0.99966,0.46532,0.0069803,0.0089167,1.1934,0.34887,1.0706,0.015308,0.031,0.033861
2,7,1,1,2,0.072357,0.12032,0.025875,0.044016,0.13867,0.19354,0.77733,0.80757,0.23304,0.23304,5.242,4.4992,0.12777,0.11296,1.956,1.966,0.635,0.744,1.36,1.196,0.33261,0.385,2.7212,2.0347,2.6803,2.2886,0.64644,0.74732,0.40184,0.31096,0.90391,0.90696,0.67263,0.73431,0.74121,0.83664,0.59644,0.64315,1.0393,0.47014,0.70435,1,0.99985,0.44335,-0.016297,0.027221,1.1837,0.34821,1.0652,0.003817,0.043,0.043967
2,7,1,1,3,0.048885,0.072083,0.029099,0.046465,0.092413,0.089735,0.79435,0.76792,0.36058,0.36058,5.1881,3.4542,0.15547,0.12282,1.4415,1.4425,0.429,0.491,0.9675,0.882,0.30818,0.36618,3.692,1.8021,3.5991,2.3946,0.72384,0.71037,0.35247,0.2606,0.93623,0.85271,0.69477,0.66329,0.80666,0.73962,0.60565,0.65385,0.56334,0.39583,0.67411,1,0.98602,0.7158,0.014031,0.012642,1.1353,0.43225,0.98817,0.037953,0.045,0.062435
2,7,1,1,3,0.069019,0.073516,0.043331,0.081505,0.073426,0.064892,0.82565,0.80769,0.36991,0.36991,5.1768,3.9249,0.1578,0.12603,1.384,1.36,0.454,0.515,0.928,0.83,0.34055,0.38701,3.8453,1.9114,3.7404,2.886,0.77798,0.80442,0.31405,0.27423,0.94821,0.89649,0.72665,0.72296,0.85833,0.81356,0.66788,0.76643,0.41642,0.25561,0.76408,1,0.99098,0.71764,0.027105,0.0086847,1.1784,0.48806,1.0031,0.040478,0.042,0.060694
2,7,1,1,3,0.047051,0.079094,0.026659,0.05083,0.074906,0.099038,0.78235,0.8045,0.32043,0.32043,5.0678,4.276,0.14279,0.10759,1.538,1.559,0.466,0.559,1.104,0.985,0.29724,0.37028,3.4603,1.6674,3.295,2.7428,0.72202,0.748,0.39766,0.26491,0.91981,0.89492,0.68956,0.73624,0.81394,0.79263,0.59683,0.66927,0.34389,0.36647,0.74701,1,0.99881,0.60357,-0.0051271,0.0063175,1.164,0.45401,1.0016,0.014407,0.045,0.058518
2,7,1,2,1,0.067449,0.11962,0.070151,0.17194,0.054159,0.084853,0.76637,0.84948,0.39062,0.39062,3.5753,5.5198,0.15746,0.15594,1.245,1.212,0.423,0.485,0.776,0.761,0.3552,0.40215,2.0879,4.391,2.8718,4.5543,0.7096,0.80303,0.26733,0.25897,0.8391,0.8891,0.70529,0.76204,0.74955,0.81804,0.58826,0.71831,0.54523,0.347,0.73234,1,0.97415,0.56796,0.011313,0.007786,1.1728,0.49033,1.0205,0.017081,0.026,0.041767
2,7,1,2,1,0.090237,0.10897,0.061729,0.088604,0.090237,0.11484,0.71553,0.8253,0.37802,0.37802,3.2579,5.2835,0.14706,0.1586,1.283,1.266,0.445,0.468,0.821,0.768,0.34653,0.37953,2.0261,4.2037,2.5392,4.1734,0.68594,0.7512,0.2693,0.26375,0.79757,0.87946,0.69533,0.72718,0.7523,0.83052,0.57236,0.71051,0.34156,0.35221,0.75459,1,0.94924,0.50953,0.027226,0.011292,1.1202,0.50365,0.94366,0.033833,0.024,0.037412
2,7,1,2,1,0.082251,0.095769,0.071952,0.066412,0.082251,0.10388,0.75474,0.84287,0.36272,0.36272,3.8379,5.3037,0.1436,0.14256,1.39,1.339,0.48,0.527,0.907,0.823,0.33699,0.36915,1.8701,3.9746,2.7611,3.961,0.68041,0.7978,0.34756,0.2551,0.8513,0.92678,0.64076,0.77174,0.73011,0.84033,0.60233,0.71476,0.41007,0.33456,0.7514,1,0.98904,0.57184,0.028738,0.007012,1.1709,0.45365,1.0193,0.025964,0.029,0.041727
2,7,1,2,2,1,1,1,1,0.31222,1,0.76127,0.80808,0.63345,0.63345,3.3646,3.8362,0.2014,0.21272,0.774,0.764,0.32,0.344,0.447,0.425,0.41702,0.44624,3.3585,5.2356,4.347,5.0212,0.73953,0.80457,0.20638,0.19038,0.87378,0.8767,0.72916,0.81912,0.69232,0.79002,0.73589,0.731,0.25603,0.38424,0.7738,1,0.99784,0.87985,0.04806,0.0055971,1.1003,0.71877,0.81474,0.050726,0.02,0.05168
2,7,1,2,2,1,1,1,1,1,1,0.76761,0.77912,0.76941,0.76941,3.1441,3.3634,0.21266,0.23317,0.696,0.677,0.307,0.316,0.368,0.364,0.4587,0.46942,3.7349,5.9084,4.5173,4.9681,0.76868,0.7508,0.16092,0.19801,0.85324,0.83253,0.79472,0.77639,0.72455,0.71793,0.70871,0.70223,0.29593,0.30878,0.81505,1,0.98101,0.90357,0.095423,0.0054724,1.0979,0.69198,0.8203,0.093313,0.024,0.068966
2,7,1,2,2,1,1,1,1,0.24855,0.20129,0.7625,0.81423,0.626,0.626,3.1549,4.1091,0.20124,0.19763,0.817,0.811,0.328,0.349,0.48,0.465,0.39715,0.43666,3.1817,4.9322,3.8615,5.0668,0.74569,0.79808,0.21595,0.21109,0.84648,0.86603,0.77421,0.82619,0.79456,0.7734,0.63222,0.6854,0.30295,0.22975,0.79277,1,0.98323,0.82022,0.084289,0.0073053,1.1326,0.67239,0.86062,0.076072,0.024,0.058752
2,7,1,2,3,1,1,1,1,1,1,0.79897,0.78274,1.3563,1.3563,2.9395,2.5819,0.40337,0.36803,0.3915,0.3955,0.1965,0.1955,0.188,0.1955,0.51554,0.50797,6.6406,6.5727,7.5094,6.5284,0.79854,0.76842,0.15681,0.12789,0.82891,0.85284,0.82552,0.76035,0.7867,0.70442,0.7664,0.80971,0.19135,0.23739,0.74365,1,0.99863,0.94131,0.020594,0.036726,1.1197,0.84115,0.76361,0.027938,-0.002,-0.010217
2,7,1,2,3,1,1,1,1,1,1,0.80775,0.74658,0.97656,0.97656,3.3038,2.558,0.30471,0.28843,0.513,0.52,0.256,0.266,0.246,0.248,0.51134,0.51136,5.0672,4.999,6.4401,4.9192,0.79213,0.72012,0.1662,0.17575,0.85752,0.77978,0.8239,0.70873,0.72607,0.65991,0.77445,0.75662,0.34509,0.21239,0.74712,1,0.98457,0.98824,0.042679,0.016791,1.0976,0.79441,0.76117,0.035538,0.007,0.02729
2,7,1,2,3,1,1,1,1,1,1,0.78681,0.79239,1.0653,1.0653,3.1484,2.9981,0.32395,0.30975,0.489,0.494,0.257,0.253,0.228,0.229,0.53696,0.52908,5.3159,5.2621,6.4384,6.0689,0.75851,0.73945,0.15937,0.14979,0.8309,0.76724,0.79354,0.75035,0.70114,0.70239,0.78425,0.76461,0.16838,0.22892,0.76218,1,0.99938,0.99585,0.048628,0.0077245,1.11,0.78394,0.78078,0.053399,0.01,0.0409
2,7,2,1,1,0.074129,0.12227,0.052347,0.057142,0.097777,0.16166,0.85398,0.88305,0.33569,0.33569,5.4185,5.6976,0.16819,0.16205,1.451,1.498,0.554,0.582,0.92,0.86,0.37209,0.39707,3.6678,3.5527,3.7343,3.8035,0.79042,0.8256,0.29739,0.28311,0.91345,0.90813,0.73079,0.80061,0.85057,0.89936,0.733,0.76474,0.29498,0.31987,0.72752,1,0.99946,0.59048,0.0014257,0.0025168,1.2731,0.36137,1.1645,0.0029159,0.022,0.030324
2,7,2,1,1,0.053365,0.10167,0.038196,0.042994,0.10191,0.16233,0.85749,0.86874,0.32124,0.32124,5.7885,5.5993,0.17038,0.16041,1.539,1.584,0.55,0.542,0.979,0.957,0.3491,0.39932,3.458,3.3598,3.7612,3.5349,0.79553,0.83557,0.29182,0.3185,0.9622,0.92627,0.74879,0.79664,0.82004,0.88667,0.71168,0.74612,0.37631,1.2575,0.73492,1,0.99967,0.5939,0.0058428,0.0039528,1.2688,0.32319,1.1628,0.0083483,0.024,0.031189
2,7,2,1,1,0.045073,0.10879,0.051877,0.054597,0.038008,0.18385,0.8374,0.86026,0.33053,0.33053,5.5708,5.5021,0.15843,0.15527,1.5615,1.5475,0.524,0.584,1.0255,0.946,0.3402,0.39051,3.4082,3.4391,3.5676,3.5555,0.74654,0.80601,0.31613,0.33683,0.91393,0.88498,0.74574,0.75397,0.81939,0.8764,0.68747,0.73126,2.106,0.67152,0.76993,1,0.99853,0.57054,0.055578,0.0044014,1.2492,0.36534,1.1406,0.042388,0.0375,0.048031
2,7,2,1,2,0.14703,0.18297,0.18289,0.25473,0.062597,0.12296,0.8612,0.87328,0.40953,0.40953,3.4297,5.0164,0.16267,0.16331,1.236,1.216,0.493,0.519,0.748,0.708,0.402,0.41543,4.3058,3.2895,2.7748,4.1253,0.84845,0.84099,0.29843,0.26011,0.92378,0.92154,0.78272,0.80728,0.88902,0.88354,0.80788,0.79194,0.54408,0.27491,0.74008,1,0.98776,0.62949,0.054436,0.033078,1.2548,0.58221,1.0391,0.046999,0.027,0.043689
2,7,2,1,2,0.082082,0.083272,0.084733,0.074639,0.072869,0.12341,0.85063,0.85432,0.35383,0.35383,5.6421,4.9004,0.15214,0.15536,1.391,1.4,0.466,0.554,0.923,0.856,0.33276,0.39321,3.826,2.8571,4.0561,3.5003,0.78574,0.80602,0.32394,0.2806,0.94862,0.9316,0.74354,0.79166,0.85165,0.85311,0.72353,0.74185,1.0626,0.38733,0.82164,1,0.99985,0.62214,0.072951,0.0028862,1.2457,0.45972,1.0828,0.06905,0.066,0.094896
2,7,2,1,2,0.074442,0.10208,0.054841,0.13196,0.0911,0.091881,0.85913,0.87324,0.35903,0.35903,5.5207,4.9355,0.15682,0.1574,1.38,1.381,0.475,0.54,0.902,0.84,0.34064,0.3935,3.8565,2.8965,4.0005,3.5739,0.81609,0.84351,0.33817,0.26457,0.95641,0.94584,0.7462,0.82384,0.87811,0.87541,0.75167,0.78151,0.6956,0.60957,0.80944,1,0.99992,0.6323,0.051917,0.0024715,1.2572,0.47842,1.0904,0.0496,0.04,0.057971
2,7,2,1,3,0.19552,1,0.15274,1,0.19685,1,0.81249,0.83114,0.23674,1.0653,5.483,3.4898,0.12004,0.34262,2.046,0.468,0.833,0.232,1.198,0.2325,0.41947,0.5,2.6011,5.5544,2.6799,7.4568,0.70794,0.82991,0.27848,0.16123,0.78962,0.8401,0.65086,0.86698,0.80846,0.80039,0.68531,0.80454,0.54042,0.34146,0.034791,4.5,0.52557,0.49533,-0.619,0.99416,1.1824,1.1336,0.93108,-1.1375,-2e-06,-8.547e-06
2,7,2,1,3,0.14438,1,0.049115,1,0.21582,1,0.81359,0.75083,0.24414,1.143,5.3143,3.3684,0.1243,0.34387,2.026,0.442,0.8115,0.221,1.2015,0.219,0.38772,0.5,2.6271,5.8811,2.6234,7.6208,0.74379,0.76929,0.32712,0.18173,0.88715,0.79599,0.67107,0.78357,0.83409,0.73388,0.6986,0.75103,0.76837,0.20166,0.053264,4.5,0.56295,0.4971,-1.3923,0.97853,1.1229,1.0668,0.88833,-0.34325,9.5e-06,4.2986e-05
2,7,2,1,3,0.14085,1,0.12558,1,0.13267,1,0.78917,0.8401,0.25755,1.0839,5.3634,3.6571,0.11839,0.32742,1.885,0.4585,0.687,0.231,1.172,0.2245,0.36379,0.50505,2.8233,5.6695,2.8453,7.9762,0.68674,0.83932,0.39267,0.15463,0.80517,0.8442,0.58434,0.84641,0.75194,0.8119,0.6305,0.84283,0.37961,0.27475,0.03881,4.2083,0.608,0.56752,-0.9638,0.98223,1.1714,1.0863,0.92612,-10.762,1.3e-05,5.6707e-05
2,7,2,2,1,0.21723,0.21054,0.21741,0.21321,0.21179,0.18539,0.73419,0.82816,0.47832,0.47832,3.6441,5.2588,0.17902,0.18351,1.0545,1.0895,0.429,0.4615,0.618,0.6385,0.42507,0.41903,2.4652,4.8848,3.4559,4.8269,0.69164,0.76775,0.27827,0.23934,0.78032,0.87244,0.62663,0.74602,0.67412,0.80304,0.64293,0.72484,0.35728,0.62081,0.60959,1,0.9513,0.67493,0.050904,0.13592,1.132,0.56139,0.96774,0.039949,0.0065,0.012328
