group , participant , session , IDRight , IDLeft , hand , value
1,6,7,3,1,1,7.5067
1,6,7,3,1,1,12.649
1,6,7,3,1,1,16.826
1,6,7,3,1,2,3.6908
1,6,7,3,1,2,5.2467
1,6,7,3,1,2,10.814
1,6,7,3,2,1,5.6331
1,6,7,3,2,1,7.0002
1,6,7,3,2,1,5.7888
1,6,7,3,2,2,6.9563
1,6,7,3,2,2,6.7098
1,6,7,3,2,2,6.7623
1,8,1,1,1,1,2.8914
1,8,1,1,1,1,6.7372
1,8,1,1,1,1,7.5744
1,8,1,1,1,2,7.3192
1,8,1,1,1,2,4.6806
1,8,1,1,1,2,13.694
1,8,1,1,2,1,3.4304
1,8,1,1,2,1,2.9621
1,8,1,1,2,1,3.1458
1,8,1,1,2,2,15.148
1,8,1,1,2,2,12.643
1,8,1,1,2,2,5.9553
1,8,1,2,1,1,13.77
1,8,1,2,1,1,10.725
1,8,1,2,1,1,3.8791
1,8,1,2,1,2,11.122
1,8,1,2,1,2,13.107
1,8,1,2,1,2,7.2589
1,8,1,2,2,1,4.7046
1,8,1,2,2,1,4.3251
1,8,1,2,2,1,4.2136
1,8,1,2,2,2,6.0416
1,8,1,2,2,2,7.8199
1,8,1,2,2,2,5.4562
1,8,1,3,1,1,7.205
1,8,1,3,1,1,6.6769
1,8,1,3,1,1,8.9887
1,8,1,3,1,2,3.1567
1,8,1,3,1,2,9.6598
1,8,1,3,1,2,8.5361
1,8,1,3,2,1,7.7055
1,8,1,3,2,1,10.653
1,8,1,3,2,1,7.3735
1,8,1,3,2,2,8.9329
1,8,1,3,2,2,9.6229
1,8,1,3,2,2,8.7074
1,8,4,1,1,1,11.547
1,8,4,1,1,1,20.417
1,8,4,1,1,1,15.34
1,8,4,1,1,2,19.996
1,8,4,1,1,2,16.492
1,8,4,1,1,2,11.354
1,8,4,1,2,1,6.3077
1,8,4,1,2,1,7.3483
1,8,4,1,2,1,2.6936
1,8,4,1,2,2,6.8548
1,8,4,1,2,2,13.891
1,8,4,1,2,2,3.9202
1,8,4,2,1,1,11.615
1,8,4,2,1,1,15.195
1,8,4,2,1,1,13.869
1,8,4,2,1,2,9.0536
1,8,4,2,1,2,14.546
1,8,4,2,1,2,12.251
1,8,4,2,2,1,6.6774
1,8,4,2,2,1,6.686
1,8,4,2,2,1,6.6183
1,8,4,2,2,2,7.3704
1,8,4,2,2,2,7.5438
1,8,4,2,2,2,8.4438
1,8,4,3,1,1,4.4403
1,8,4,3,1,1,10.238
1,8,4,3,1,1,10.446
1,8,4,3,1,2,6.4948
1,8,4,3,1,2,8.0051
1,8,4,3,1,2,13.241
1,8,4,3,2,1,9.7764
1,8,4,3,2,1,12.187
1,8,4,3,2,1,15.464
1,8,4,3,2,2,12.581
1,8,4,3,2,2,12.344
1,8,4,3,2,2,13.613
1,8,7,1,1,1,8.5482
1,8,7,1,1,1,6.9079
1,8,7,1,1,1,13.904
1,8,7,1,1,2,14.95
1,8,7,1,1,2,6.8811
1,8,7,1,1,2,6.4219
1,8,7,1,2,1,4.8802
1,8,7,1,2,1,6.0378
1,8,7,1,2,1,4.4038
1,8,7,1,2,2,10.677
1,8,7,1,2,2,8.4259
1,8,7,1,2,2,10.031
1,8,7,2,1,1,5.2862
1,8,7,2,1,1,14.966
1,8,7,2,1,1,4.4039
1,8,7,2,1,2,8.8149
1,8,7,2,1,2,5.5217
1,8,7,2,1,2,8.0432
1,8,7,2,2,1,7.0657
1,8,7,2,2,1,7.7279
1,8,7,2,2,1,6.3069
1,8,7,2,2,2,7.4083
1,8,7,2,2,2,8.6046
1,8,7,2,2,2,9.0669
1,8,7,3,1,1,10.514
1,8,7,3,1,1,12.522
1,8,7,3,1,1,8.8436
1,8,7,3,1,2,6.2402
1,8,7,3,1,2,3.9657
1,8,7,3,1,2,5.9248
1,8,7,3,2,1,9.4527
1,8,7,3,2,1,11.575
1,8,7,3,2,1,11.975
1,8,7,3,2,2,11.814
1,8,7,3,2,2,11.704
1,8,7,3,2,2,13.335
1,9,1,1,1,1,5.1006
1,9,1,1,1,1,5.7075
1,9,1,1,1,1,3.0099
1,9,1,1,1,2,3.4745
1,9,1,1,1,2,7.7066
1,9,1,1,1,2,6.4815
1,9,1,1,2,1,2.5811
1,9,1,1,2,1,3.772
1,9,1,1,2,1,2.8568
1,9,1,1,2,2,3.7576
1,9,1,1,2,2,5.8905
1,9,1,1,2,2,4.228
1,9,1,2,1,1,3.4055
1,9,1,2,1,1,5.0576
1,9,1,2,1,1,3.7254
1,9,1,2,1,2,2.7879
1,9,1,2,1,2,2.6404
1,9,1,2,1,2,2.8436
1,9,1,2,2,1,4.5492
1,9,1,2,2,1,4.6694
1,9,1,2,2,1,5.3158
1,9,1,2,2,2,5.1831
1,9,1,2,2,2,5.5355
1,9,1,2,2,2,6.3563
1,9,1,3,1,1,6.1109
1,9,1,3,1,1,5.0163
1,9,1,3,1,1,4.08
1,9,1,3,1,2,2.7166
1,9,1,3,1,2,3.5472
1,9,1,3,1,2,2.2458
1,9,1,3,2,1,4.5467
1,9,1,3,2,1,5.5833
1,9,1,3,2,1,7.2362
1,9,1,3,2,2,5.4254
1,9,1,3,2,2,6.4326
1,9,1,3,2,2,8.3698
1,9,4,1,1,1,5.5673
1,9,4,1,1,1,3.6717
1,9,4,1,1,1,7.7944
1,9,4,1,1,2,3.9905
1,9,4,1,1,2,3.7229
1,9,4,1,1,2,4.8127
1,9,4,1,2,1,2.6888
1,9,4,1,2,1,2.5183
1,9,4,1,2,1,3.9272
1,9,4,1,2,2,5.3143
1,9,4,1,2,2,6.3791
1,9,4,1,2,2,7.0683
1,9,4,2,1,1,5.0146
1,9,4,2,1,1,4.8058
1,9,4,2,1,1,4.5181
1,9,4,2,1,2,4.1906
1,9,4,2,1,2,4.2345
1,9,4,2,1,2,3.9516
1,9,4,2,2,1,8.2543
1,9,4,2,2,1,6.3166
1,9,4,2,2,1,7.7659
1,9,4,2,2,2,9.2704
1,9,4,2,2,2,7.9367
1,9,4,2,2,2,8.6199
1,9,4,3,1,1,4.6505
1,9,4,3,1,1,5.2903
1,9,4,3,1,1,5.3102
1,9,4,3,1,2,3.4929
1,9,4,3,1,2,2.5434
1,9,4,3,1,2,2.8258
1,9,4,3,2,1,10.834
1,9,4,3,2,1,11.88
1,9,4,3,2,1,9.4221
1,9,4,3,2,2,13.164
1,9,4,3,2,2,12.693
1,9,4,3,2,2,11.196
1,9,7,1,1,1,3.6986
1,9,7,1,1,1,5.3309
1,9,7,1,1,1,3.82
1,9,7,1,1,2,3.948
1,9,7,1,1,2,3.7412
1,9,7,1,1,2,3.7161
1,9,7,1,2,1,3.7891
1,9,7,1,2,1,3.5511
1,9,7,1,2,1,2.7865
1,9,7,1,2,2,5.1516
1,9,7,1,2,2,4.8337
1,9,7,1,2,2,5.6419
1,9,7,2,1,1,4.3311
1,9,7,2,1,1,4.2827
1,9,7,2,1,1,6.9434
1,9,7,2,1,2,3.697
1,9,7,2,1,2,3.6748
1,9,7,2,1,2,3.9016
1,9,7,2,2,1,6.8932
1,9,7,2,2,1,5.7824
1,9,7,2,2,1,6.0359
1,9,7,2,2,2,8.3756
1,9,7,2,2,2,7.9532
1,9,7,2,2,2,9.7439
1,9,7,3,1,1,4.9111
1,9,7,3,1,1,4.9288
1,9,7,3,1,1,4.9061
1,9,7,3,1,2,3.3648
1,9,7,3,1,2,3.7182
1,9,7,3,1,2,3.7577
1,9,7,3,2,1,10.397
1,9,7,3,2,1,13.231
1,9,7,3,2,1,15.118
1,9,7,3,2,2,13.319
1,9,7,3,2,2,12.706
1,9,7,3,2,2,12.763
2,1,1,1,1,1,3.3503
2,1,1,1,1,1,3.922
