group , participant , session , IDRight , IDLeft , hand , value
2,5,1,1,2,2,0.47134
2,5,1,1,2,2,0.45559
2,5,1,2,1,1,0.46481
2,5,1,2,1,1,0.46184
2,5,1,2,1,1,0.46972
2,5,1,2,1,2,0.48679
2,5,1,2,1,2,0.49416
2,5,1,2,1,2,0.49282
2,5,1,2,2,1,0.46903
2,5,1,2,2,1,0.47617
2,5,1,2,2,1,0.47085
2,5,1,2,2,2,0.50021
2,5,1,2,2,2,0.49991
2,5,1,2,2,2,0.49155
2,5,1,3,1,1,0.4696
2,5,1,3,1,1,0.47558
2,5,1,3,1,1,0.51102
2,5,1,3,1,2,0.4565
2,5,1,3,1,2,0.46405
2,5,1,3,1,2,0.45766
2,5,1,3,2,1,0.49675
2,5,1,3,2,1,0.48726
2,5,1,3,2,1,0.47587
2,5,1,3,2,2,0.51348
2,5,1,3,2,2,0.52445
2,5,1,3,2,2,0.46746
2,5,4,1,1,1,0.46549
2,5,4,1,1,1,0.45623
2,5,4,1,1,1,0.46737
2,5,4,1,1,2,0.48724
2,5,4,1,1,2,0.49336
2,5,4,1,1,2,0.46951
2,5,4,1,2,1,0.46791
2,5,4,1,2,1,0.47134
2,5,4,1,2,1,0.46392
2,5,4,1,2,2,0.46351
2,5,4,1,2,2,0.45171
2,5,4,1,2,2,0.45844
2,5,4,2,1,1,0.46566
2,5,4,2,1,1,0.46728
2,5,4,2,1,1,0.46152
2,5,4,2,1,2,0.47118
2,5,4,2,1,2,0.47606
2,5,4,2,1,2,0.46892
2,5,4,2,2,1,0.46966
2,5,4,2,2,1,0.47003
2,5,4,2,2,1,0.46449
2,5,4,2,2,2,0.459
2,5,4,2,2,2,0.45965
2,5,4,2,2,2,0.46668
2,5,4,3,1,1,0.46631
