grp , pp , S , IDR , IDL , accQR
1,9,4,2,1,2.069
1,9,4,2,1,0.49028
1,9,4,2,1,2.934
1,9,4,2,1,0.48045
1,9,4,2,1,2.3678
1,9,4,2,1,0.43145
1,9,4,2,1,2.3394
1,9,4,2,1,0.59756
1,9,4,2,1,1.9652
1,9,4,2,1,0.36111
1,9,4,2,1,2.3064
1,9,4,2,1,0.37763
1,9,4,2,1,2.9703
1,9,4,2,1,0.38721
1,9,4,2,1,2.4391
1,9,4,2,1,0.47631
1,9,4,2,1,2.7014
1,9,4,2,1,0.40578
1,9,4,2,1,1.9279
1,9,4,2,1,0.69342
1,9,4,2,1,2.4092
1,9,4,2,1,0.60714
1,9,4,2,1,2.2242
1,9,4,2,1,0.38968
1,9,4,2,1,2.5389
1,9,4,2,1,0.41783
1,9,4,2,1,2.9531
1,9,4,2,1,0.36591
1,9,4,2,1,2.6621
1,9,4,2,1,0.34762
1,9,4,2,1,2.8719
1,9,4,2,1,0.49403
1,9,4,2,1,2.4936
1,9,4,2,1,0.35294
1,9,4,2,1,1.9315
1,9,4,2,1,0.31099
1,9,4,2,1,2.7412
1,9,4,2,1,0.3127
1,9,4,2,1,2.4124
1,9,4,2,1,0.41554
1,9,4,2,1,2.8318
1,9,4,2,1,0.40621
1,9,4,2,1,3.0034
1,9,4,2,1,0.50483
1,9,4,2,1,2.865
1,9,4,2,1,0.41796
1,9,4,2,1,2.4478
1,9,4,2,1,0.44005
1,9,4,2,1,1.9379
1,9,4,2,1,0.41495
1,9,4,2,1,2.134
1,9,4,2,1,0.39532
1,9,4,2,1,2.8208
1,9,4,2,1,0.55355
1,9,4,2,1,3.1522
1,9,4,2,1,0.38549
1,9,4,2,1,2.9065
1,9,4,2,1,0.41626
1,9,4,2,1,2.6356
1,9,4,2,1,0.44534
1,9,4,2,1,2.8684
1,9,4,2,1,0.49283
1,9,4,2,1,2.9414
1,9,4,2,1,0.45979
1,9,4,2,1,2.3808
1,9,4,2,1,0.46801
1,9,4,2,1,2.747
1,9,4,2,1,0.43496
1,9,4,2,1,1.9854
1,9,4,2,1,0.31832
1,9,4,2,1,2.2184
1,9,4,2,1,0.49461
1,9,4,2,1,2.4803
1,9,4,2,1,0.43062
1,9,4,2,1,2.608
1,9,4,2,1,0.38222
1,9,4,2,1,2.9247
1,9,4,2,1,0.43299
1,9,4,2,1,2.6006
1,9,4,2,1,0.45817
1,9,4,2,1,2.9134
1,9,4,2,1,0.48237
1,9,4,2,1,2.3249
1,9,4,2,1,0.43419
1,9,4,2,1,3.0036
1,9,4,2,1,0.46914
1,9,4,2,1,2.7416
1,9,4,2,1,0.46573
1,9,4,2,1,2.2514
1,9,4,2,1,0.44665
1,9,4,2,1,2.2986
1,9,4,2,1,0.46769
1,9,4,2,1,3.0471
1,9,4,2,1,0.61128
1,9,4,2,1,2.3221
1,9,4,2,1,0.55207
1,9,4,2,1,2.8328
1,9,4,2,1,0.50075
1,9,4,2,1,2.718
1,9,4,2,1,0.43373
1,9,4,2,1,2.6413
1,9,4,2,1,0.52038
1,9,4,2,1,2.7492
1,9,4,2,1,0.53519
1,9,4,2,1,2.6285
1,9,4,2,1,0.5514
1,9,4,2,1,2.5439
1,9,4,2,1,0.52848
1,9,4,2,1,0.52679
1,9,4,2,1,2.624
1,9,4,2,1,0.42099
1,9,4,2,1,3.1733
1,9,4,2,1,0.39168
1,9,4,2,1,2.5204
1,9,4,2,1,0.39845
1,9,4,2,1,2.4947
1,9,4,2,1,0.34058
1,9,4,2,1,2.2703
1,9,4,2,1,0.43308
1,9,4,2,1,2.9052
1,9,4,2,1,0.45
1,9,4,2,1,2.3628
1,9,4,2,1,0.4183
1,9,4,2,1,2.6857
1,9,4,2,1,0.48916
1,9,4,2,1,2.4667
1,9,4,2,1,0.46447
1,9,4,2,1,2.5741
1,9,4,2,1,0.43964
1,9,4,2,1,2.1102
1,9,4,2,1,0.45607
1,9,4,2,1,2.9197
1,9,4,2,1,0.55376
1,9,4,2,1,2.069
1,9,4,2,1,0.49028
1,9,4,2,1,2.934
1,9,4,2,1,0.48045
1,9,4,2,1,2.3678
1,9,4,2,1,0.43145
1,9,4,2,1,2.3394
1,9,4,2,1,0.59756
1,9,4,2,1,1.9652
1,9,4,2,1,0.36111
1,9,4,2,1,2.3064
1,9,4,2,1,0.37763
1,9,4,2,1,2.9703
1,9,4,2,1,0.38721
1,9,4,2,1,2.4391
1,9,4,2,1,0.47631
1,9,4,2,1,2.7014
1,9,4,2,1,0.40578
1,9,4,2,1,1.9279
1,9,4,2,1,0.69342
1,9,4,2,1,2.4092
1,9,4,2,1,0.60714
1,9,4,2,1,2.2242
1,9,4,2,1,0.38968
1,9,4,2,1,2.5389
1,9,4,2,1,0.41783
1,9,4,2,1,2.9531
1,9,4,2,1,0.36591
1,9,4,2,1,2.6621
1,9,4,2,1,0.34762
1,9,4,2,1,2.8719
1,9,4,2,1,0.49403
1,9,4,2,1,2.4936
1,9,4,2,1,0.35294
1,9,4,2,1,1.9315
1,9,4,2,1,0.31099
1,9,4,2,1,2.7412
1,9,4,2,1,0.3127
1,9,4,2,1,2.4124
1,9,4,2,1,0.41554
1,9,4,2,1,2.8318
1,9,4,2,1,0.40621
1,9,4,2,1,3.0034
1,9,4,2,1,0.50483
1,9,4,2,1,2.865
1,9,4,2,1,0.41796
1,9,4,2,1,2.4478
1,9,4,2,1,0.44005
1,9,4,2,1,1.9379
1,9,4,2,1,0.41495
1,9,4,2,1,2.134
1,9,4,2,1,0.39532
1,9,4,2,1,2.8208
1,9,4,2,1,0.55355
1,9,4,2,1,3.1522
1,9,4,2,1,0.38549
1,9,4,2,1,2.9065
1,9,4,2,1,0.41626
1,9,4,2,1,2.6356
1,9,4,2,2,0.59551
1,9,4,2,2,1.4096
1,9,4,2,2,0.82105
1,9,4,2,2,1.1984
1,9,4,2,2,1.0038
1,9,4,2,2,1.0789
1,9,4,2,2,0.91103
1,9,4,2,2,1.261
1,9,4,2,2,1.0227
1,9,4,2,2,1.2667
1,9,4,2,2,0.91628
1,9,4,2,2,1
1,9,4,2,2,1.056
1,9,4,2,2,1.1333
1,9,4,2,2,0.83071
1,9,4,2,2,1.1459
1,9,4,2,2,0.88983
1,9,4,2,2,0.90717
1,9,4,2,2,1.0617
1,9,4,2,2,1.1157
1,9,4,2,2,0.8692
1,9,4,2,2,0.9252
1,9,4,2,2,1.1714
1,9,4,2,2,0.90295
1,9,4,2,2,1.3702
1,9,4,2,2,0.77091
1,9,4,2,2,0.96774
1,9,4,2,2,0.89474
1,9,4,2,2,1.0177
1,9,4,2,2,0.84583
1,9,4,2,2,0.90763
1,9,4,2,2,1.0563
1,9,4,2,2,0.9469
1,9,4,2,2,1.1076
1,9,4,2,2,1.1852
1,9,4,2,2,1.0698
1,9,4,2,2,1.1176
1,9,4,2,2,1.1299
1,9,4,2,2,0.97778
1,9,4,2,2,1.1128
1,9,4,2,2,0.9125
1,9,4,2,2,1.0276
1,9,4,2,2,1.2513
1,9,4,2,2,0.97797
1,9,4,2,2,0.93694
1,9,4,2,2,1.1389
1,9,4,2,2,0.99545
1,9,4,2,2,0.80142
1,9,4,2,2,1.5752
1,9,4,2,2,0.97233
1,9,4,2,2,1.3973
1,9,4,2,2,1.1943
1,9,4,2,2,1.2137
1,9,4,2,2,0.8664
1,9,4,2,2,1.2348
1,9,4,2,2,1.1023
1,9,4,2,2,1.0385
1,9,4,2,2,1.0939
1,9,4,2,2,0.9958
1,9,4,2,2,1.0952
1,9,4,2,2,1.0826
1,9,4,2,2,1.0163
1,9,4,2,2,1.0653
1,9,4,2,2,1.0864
1,9,4,2,2,1.2731
1,9,4,2,2,0.86538
1,9,4,2,2,1.1983
1,9,4,2,2,1.0724
1,9,4,2,2,0.83846
1,9,4,2,2,1.0837
1,9,4,2,2,0.86131
1,9,4,2,2,0.86833
1,9,4,2,2,1.0494
1,9,4,2,2,1.008
1,9,4,2,2,1.3162
1,9,4,2,2,0.74775
1,9,4,2,2,1.388
1,9,4,2,2,0.80921
1,9,4,2,2,1.5338
1,9,4,2,2,0.76944
1,9,4,2,2,1.1086
1,9,4,2,2,0.77581
1,9,4,2,2,1.3911
1,9,4,2,2,0.78571
1,9,4,2,2,1.2085
1,9,4,2,2,0.76176
1,9,4,2,2,1.1808
1,9,4,2,2,0.90813
1,9,4,2,2,1.2803
1,9,4,2,2,0.88809
1,9,4,2,2,1.029
1,9,4,2,2,0.95506
1,9,4,2,2,0.86598
1,9,4,2,2,1.1157
1,9,4,2,2,0.89643
1,9,4,2,2,1.1618
1,9,4,2,2,0.97619
1,9,4,2,2,1.0947
1,9,4,2,2,1.0795
1,9,4,2,2,1.0248
1,9,4,2,2,1.254
1,9,4,2,2,1.0622
1,9,4,2,2,0.98419
1,9,4,2,2,0.87984
1,9,4,2,2,1.0996
1,9,4,2,2,1.1345
1,9,4,2,2,0.87097
1,9,4,2,2,0.87903
1,9,4,2,2,0.93208
1,9,4,2,2,0.88259
1,9,4,2,2,1.023
1,9,4,2,2,1.2986
1,9,4,2,2,1.1902
1,9,4,2,2,1.3623
1,9,4,2,2,0.99617
1,9,4,2,2,1.2995
1,9,4,2,2,0.89057
1,9,4,2,2,1.178
1,9,4,2,2,0.91882
1,9,4,2,2,1.3458
1,9,4,2,2,0.97967
1,9,4,2,2,1.3593
1,9,4,2,2,0.87597
1,9,4,2,2,1.2692
1,9,4,2,2,0.78231
1,9,4,2,2,1.2857
1,9,4,2,2,0.89394
1,9,4,2,2,1.0551
1,9,4,2,2,0.91667
1,9,4,2,2,1.2069
1,9,4,2,2,0.99574
1,9,4,2,2,1.1493
1,9,4,2,2,1.0041
1,9,4,2,2,1.0303
1,9,4,2,2,1.2488
1,9,4,2,2,0.59551
1,9,4,2,2,1.4096
1,9,4,2,2,0.82105
1,9,4,2,2,1.1984
1,9,4,2,2,1.0038
1,9,4,2,2,1.0789
1,9,4,2,2,0.91103
1,9,4,2,2,1.261
1,9,4,2,2,1.0227
1,9,4,2,2,1.2667
1,9,4,2,2,0.91628
1,9,4,2,2,1
1,9,4,2,2,1.056
1,9,4,2,2,1.1333
1,9,4,2,2,0.83071
1,9,4,2,2,1.1459
1,9,4,2,2,0.88983
1,9,4,2,2,0.90717
1,9,4,2,2,1.0617
1,9,4,2,2,1.1157
1,9,4,2,2,0.8692
1,9,4,2,2,0.9252
1,9,4,2,2,1.1714
1,9,4,2,2,0.90295
1,9,4,2,2,1.3702
1,9,4,2,2,0.77091
1,9,4,2,2,0.96774
1,9,4,2,2,0.89474
1,9,4,2,2,1.0177
1,9,4,2,2,0.84583
1,9,4,2,2,0.90763
1,9,4,2,2,1.0563
1,9,4,2,2,0.9469
1,9,4,2,2,1.1076
1,9,4,2,2,1.1852
1,9,4,2,2,1.0698
1,9,4,2,2,1.1176
1,9,4,2,2,1.1299
1,9,4,2,2,0.97778
1,9,4,2,2,1.1128
1,9,4,2,2,0.9125
1,9,4,2,2,1.0276
1,9,4,2,2,1.2513
1,9,4,2,2,0.97797
1,9,4,2,2,0.93694
1,9,4,2,2,1.1389
1,9,4,2,2,0.99545
1,9,4,2,2,0.80142
1,9,4,2,2,1.5752
1,9,4,2,2,0.97233
1,9,4,2,2,1.3973
1,9,4,2,2,1.1943
1,9,4,2,2,1.2137
1,9,4,2,2,0.8664
1,9,4,2,2,1.2348
1,9,4,2,2,1.1023
1,9,4,2,2,1.0385
1,9,4,2,2,1.0939
1,9,4,2,2,0.9958
1,9,4,2,2,1.0952
1,9,4,2,2,1.0826
1,9,4,2,2,1.0163
1,9,4,2,2,1.0653
1,9,4,2,2,1.0864
1,9,4,2,2,1.2731
1,9,4,2,2,0.86538
1,9,4,2,2,1.1983
1,9,4,2,2,1.0724
1,9,4,2,2,0.83846
1,9,4,2,2,1.0837
1,9,4,2,2,0.86131
1,9,4,2,2,0.86833
1,9,4,2,2,1.0494
1,9,4,2,2,1.008
1,9,4,2,2,1.3162
1,9,4,2,2,0.74775
1,9,4,2,2,1.388
1,9,4,2,2,0.80921
1,9,4,2,2,1.5338
1,9,4,2,2,0.76944
1,9,4,2,2,1.1086
1,9,4,2,2,0.77581
1,9,4,2,2,1.3911
1,9,4,2,2,0.78571
1,9,4,2,2,1.2085
1,9,4,2,2,0.76176
1,9,4,2,2,1.1808
1,9,4,2,2,0.90813
1,9,4,2,2,1.2803
1,9,4,2,2,0.88809
1,9,4,2,2,1.029
1,9,4,2,2,0.95506
1,9,4,2,2,0.86598
1,9,4,2,2,1.1157
1,9,4,2,2,0.89643
1,9,4,2,2,1.1618
1,9,4,2,2,0.97619
1,9,4,2,2,1.0947
1,9,4,2,2,1.0795
1,9,4,2,2,1.0248
1,9,4,2,2,1.254
1,9,4,2,2,1.0622
1,9,4,2,2,0.98419
1,9,4,2,2,0.87984
1,9,4,2,2,1.0996
1,9,4,2,2,1.1345
1,9,4,2,2,0.87097
1,9,4,2,2,0.87903
1,9,4,2,2,0.93208
1,9,4,2,2,0.88259
1,9,4,2,2,1.023
1,9,4,2,2,1.2986
1,9,4,2,2,1.1902
1,9,4,2,2,1.3623
1,9,4,2,2,0.99617
1,9,4,2,2,1.2995
1,9,4,2,2,0.89057
1,9,4,2,2,1.178
1,9,4,2,2,0.91882
1,9,4,2,2,1.3458
1,9,4,2,2,0.97967
1,9,4,2,2,1.3593
1,9,4,2,2,0.87597
1,9,4,2,2,1.2692
1,9,4,2,2,0.78231
1,9,4,2,2,1.2857
1,9,4,2,2,0.89394
1,9,4,2,2,1.0551
1,9,4,2,2,0.91667
1,9,4,2,2,1.2069
1,9,4,2,2,0.99574
1,9,4,2,2,1.1493
1,9,4,2,2,1.0041
1,9,4,2,2,1.0303
1,9,4,2,2,1.2488
1,9,4,3,1,0.41092
1,9,4,3,1,2.6452
1,9,4,3,1,0.51082
1,9,4,3,1,1.7682
1,9,4,3,1,0.37852
1,9,4,3,1,1.3686
1,9,4,3,1,0.35764
1,9,4,3,1,1.6476
1,9,4,3,1,0.43763
1,9,4,3,1,2.9283
1,9,4,3,1,0.426
1,9,4,3,1,2.0598
1,9,4,3,1,0.51709
1,9,4,3,1,2.3138
1,9,4,3,1,0.47128
1,9,4,3,1,2.9906
1,9,4,3,1,0.40532
1,9,4,3,1,2.784
1,9,4,3,1,0.62482
1,9,4,3,1,2.5714
1,9,4,3,1,0.33056
1,9,4,3,1,1.6388
1,9,4,3,1,0.50887
1,9,4,3,1,2.6411
1,9,4,3,1,0.5
1,9,4,3,1,2.1247
1,9,4,3,1,0.46795
1,9,4,3,1,2.0048
1,9,4,3,1,0.4143
1,9,4,3,1,2.4883
1,9,4,3,1,0.41677
1,9,4,3,1,2.8762
1,9,4,3,1,0.43921
1,9,4,3,1,3.1263
1,9,4,3,1,0.39947
1,9,4,3,1,2.5642
1,9,4,3,1,0.48537
1,9,4,3,1,2.3526
1,9,4,3,1,0.44381
1,9,4,3,1,2.3924
1,9,4,3,1,0.40928
1,9,4,3,1,2.5289
1,9,4,3,1,0.36446
1,9,4,3,1,0.56869
1,9,4,3,1,2.2039
1,9,4,3,1,0.54025
1,9,4,3,1,2.8796
1,9,4,3,1,0.57752
1,9,4,3,1,2.1555
1,9,4,3,1,0.65625
1,9,4,3,1,2.2762
1,9,4,3,1,0.70548
1,9,4,3,1,1.5636
1,9,4,3,1,0.70257
1,9,4,3,1,1.6957
1,9,4,3,1,0.80824
1,9,4,3,1,1.4759
1,9,4,3,1,1.0396
1,9,4,3,1,2.1346
1,9,4,3,1,0.79316
1,9,4,3,1,1.4168
1,9,4,3,1,0.7337
1,9,4,3,1,1.75
1,9,4,3,1,0.58862
1,9,4,3,1,1.914
1,9,4,3,1,0.65847
1,9,4,3,1,1.9589
1,9,4,3,1,0.52017
1,9,4,3,1,2.1697
1,9,4,3,1,1.338
1,9,4,3,1,2.1692
1,9,4,3,1,0.83577
1,9,4,3,1,1.7157
1,9,4,3,1,0.78367
1,9,4,3,1,2.0572
1,9,4,3,1,0.63718
1,9,4,3,1,2.1646
1,9,4,3,1,0.57367
1,9,4,3,1,2.2717
1,9,4,3,1,0.54436
1,9,4,3,1,2.2104
1,9,4,3,1,0.43449
1,9,4,3,1,2.3855
1,9,4,3,1,0.60469
1,9,4,3,1,1.9976
1,9,4,3,1,0.40707
1,9,4,3,1,1.8122
1,9,4,3,1,0.48413
1,9,4,3,1,2.3259
1,9,4,3,1,0.48361
1,9,4,3,1,1.8794
1,9,4,3,1,0.46866
1,9,4,3,1,2.3027
1,9,4,3,1,0.49533
1,9,4,3,1,0.48335
1,9,4,3,1,1.6387
1,9,4,3,1,0.53858
1,9,4,3,1,2.2722
1,9,4,3,1,0.40302
1,9,4,3,1,2.6146
1,9,4,3,1,0.40972
1,9,4,3,1,2.8049
1,9,4,3,1,0.60531
1,9,4,3,1,2.3016
1,9,4,3,1,0.50368
1,9,4,3,1,1.7837
1,9,4,3,1,0.44331
1,9,4,3,1,2.3686
1,9,4,3,1,0.66415
1,9,4,3,1,2.2132
1,9,4,3,1,0.47077
1,9,4,3,1,2.0059
1,9,4,3,1,0.72212
1,9,4,3,1,1.9088
1,9,4,3,1,0.62927
1,9,4,3,1,1.8064
1,9,4,3,1,0.74479
1,9,4,3,1,2.6978
1,9,4,3,1,0.52773
1,9,4,3,1,1.8231
1,9,4,3,1,0.51129
1,9,4,3,1,2.0643
1,9,4,3,1,0.45696
1,9,4,3,1,2.0031
1,9,4,3,1,0.57969
1,9,4,3,1,1.9345
1,9,4,3,1,0.66667
1,9,4,3,1,2.0625
1,9,4,3,1,0.66855
1,9,4,3,1,2.1043
1,9,4,3,1,0.53387
1,9,4,3,1,2.0084
1,9,4,3,1,0.51994
1,9,4,3,1,1.9018
1,9,4,3,1,0.95455
1,9,4,3,1,1.7053
1,9,4,3,1,0.86717
1,9,4,3,1,1.5107
1,9,4,3,1,0.65034
1,9,4,3,1,0.41092
1,9,4,3,1,2.6452
1,9,4,3,1,0.51082
1,9,4,3,1,1.7682
1,9,4,3,1,0.37852
1,9,4,3,1,1.3686
1,9,4,3,1,0.35764
1,9,4,3,1,1.6476
1,9,4,3,1,0.43763
1,9,4,3,1,2.9283
1,9,4,3,1,0.426
1,9,4,3,1,2.0598
1,9,4,3,1,0.51709
1,9,4,3,1,2.3138
1,9,4,3,1,0.47128
1,9,4,3,1,2.9906
1,9,4,3,1,0.40532
1,9,4,3,1,2.784
1,9,4,3,1,0.62482
1,9,4,3,1,2.5714
1,9,4,3,1,0.33056
1,9,4,3,1,1.6388
1,9,4,3,1,0.50887
1,9,4,3,1,2.6411
1,9,4,3,1,0.5
1,9,4,3,1,2.1247
1,9,4,3,1,0.46795
1,9,4,3,1,2.0048
1,9,4,3,1,0.4143
1,9,4,3,1,2.4883
1,9,4,3,1,0.41677
1,9,4,3,1,2.8762
1,9,4,3,1,0.43921
1,9,4,3,1,3.1263
1,9,4,3,1,0.39947
1,9,4,3,1,2.5642
1,9,4,3,1,0.48537
1,9,4,3,1,2.3526
1,9,4,3,1,0.44381
1,9,4,3,1,2.3924
1,9,4,3,1,0.40928
1,9,4,3,1,2.5289
1,9,4,3,1,0.36446
1,9,4,3,1,0.56869
1,9,4,3,1,2.2039
1,9,4,3,1,0.54025
1,9,4,3,1,2.8796
1,9,4,3,1,0.57752
1,9,4,3,1,2.1555
1,9,4,3,1,0.65625
1,9,4,3,1,2.2762
1,9,4,3,1,0.70548
1,9,4,3,1,1.5636
1,9,4,3,1,0.70257
1,9,4,3,1,1.6957
1,9,4,3,1,0.80824
1,9,4,3,1,1.4759
1,9,4,3,1,1.0396
1,9,4,3,1,2.1346
1,9,4,3,1,0.79316
1,9,4,3,1,1.4168
1,9,4,3,1,0.7337
1,9,4,3,1,1.75
1,9,4,3,1,0.58862
1,9,4,3,1,1.914
1,9,4,3,1,0.65847
1,9,4,3,1,1.9589
1,9,4,3,1,0.52017
1,9,4,3,1,2.1697
1,9,4,3,1,1.338
1,9,4,3,1,2.1692
1,9,4,3,1,0.83577
1,9,4,3,1,1.7157
1,9,4,3,1,0.78367
1,9,4,3,1,2.0572
1,9,4,3,1,0.63718
1,9,4,3,1,2.1646
1,9,4,3,1,0.57367
1,9,4,3,1,2.2717
1,9,4,3,1,0.54436
1,9,4,3,1,2.2104
1,9,4,3,1,0.43449
1,9,4,3,1,2.3855
1,9,4,3,1,0.60469
1,9,4,3,1,1.9976
1,9,4,3,1,0.40707
1,9,4,3,1,1.8122
1,9,4,3,1,0.48413
1,9,4,3,1,2.3259
1,9,4,3,1,0.48361
1,9,4,3,1,1.8794
1,9,4,3,1,0.46866
1,9,4,3,1,2.3027
1,9,4,3,1,0.49533
1,9,4,3,1,0.48335
1,9,4,3,1,1.6387
1,9,4,3,1,0.53858
1,9,4,3,1,2.2722
1,9,4,3,1,0.40302
1,9,4,3,1,2.6146
1,9,4,3,1,0.40972
1,9,4,3,1,2.8049
1,9,4,3,1,0.60531
1,9,4,3,1,2.3016
1,9,4,3,1,0.50368
1,9,4,3,1,1.7837
1,9,4,3,1,0.44331
1,9,4,3,1,2.3686
1,9,4,3,1,0.66415
1,9,4,3,1,2.2132
1,9,4,3,1,0.47077
1,9,4,3,1,2.0059
1,9,4,3,1,0.72212
1,9,4,3,1,1.9088
1,9,4,3,1,0.62927
1,9,4,3,1,1.8064
1,9,4,3,1,0.74479
1,9,4,3,1,2.6978
1,9,4,3,1,0.52773
1,9,4,3,1,1.8231
1,9,4,3,1,0.51129
1,9,4,3,1,2.0643
1,9,4,3,1,0.45696
1,9,4,3,1,2.0031
1,9,4,3,1,0.57969
1,9,4,3,1,1.9345
1,9,4,3,1,0.66667
1,9,4,3,1,2.0625
1,9,4,3,1,0.66855
1,9,4,3,1,2.1043
1,9,4,3,1,0.53387
1,9,4,3,1,2.0084
1,9,4,3,1,0.51994
1,9,4,3,1,1.9018
1,9,4,3,1,0.95455
1,9,4,3,1,1.7053
1,9,4,3,1,0.86717
1,9,4,3,1,1.5107
1,9,4,3,1,0.65034
1,9,4,3,2,1.1656
1,9,4,3,2,1.0537
1,9,4,3,2,1.0709
1,9,4,3,2,0.9
1,9,4,3,2,1.2869
1,9,4,3,2,1.0432
1,9,4,3,2,1.1438
1,9,4,3,2,0.98571
1,9,4,3,2,1.1295
1,9,4,3,2,0.97887
1,9,4,3,2,1.127
1,9,4,3,2,0.87162
1,9,4,3,2,1.2748
1,9,4,3,2,1.0222
1,9,4,3,2,1.4262
1,9,4,3,2,1.0775
1,9,4,3,2,1.2868
1,9,4,3,2,0.85211
1,9,4,3,2,1.281
1,9,4,3,2,0.91429
1,9,4,3,2,1.5524
1,9,4,3,2,0.97761
1,9,4,3,2,1.1544
1,9,4,3,2,0.94366
1,9,4,3,2,1.1143
1,9,4,3,2,0.85161
1,9,4,3,2,1.2661
1,9,4,3,2,0.83108
1,9,4,3,2,1.1103
1,9,4,3,2,0.74534
1,9,4,3,2,0.97403
1,9,4,3,2,0.84138
1,9,4,3,2,1.0851
1,9,4,3,2,1.1206
1,9,4,3,2,1.2558
1,9,4,3,2,1
1,9,4,3,2,1.155
1,9,4,3,2,0.97778
1,9,4,3,2,1.1544
1,9,4,3,2,0.88356
1,9,4,3,2,1.1935
1,9,4,3,2,1.0435
1,9,4,3,2,1.1387
1,9,4,3,2,0.86429
1,9,4,3,2,1.0942
1,9,4,3,2,1.0526
1,9,4,3,2,0.82353
1,9,4,3,2,1.2984
1,9,4,3,2,0.94231
1,9,4,3,2,1.2406
1,9,4,3,2,0.95364
1,9,4,3,2,1.1418
1,9,4,3,2,0.96855
1,9,4,3,2,1.4435
1,9,4,3,2,1.0268
1,9,4,3,2,1.381
1,9,4,3,2,0.9875
1,9,4,3,2,1.1594
1,9,4,3,2,0.94521
1,9,4,3,2,1.2444
1,9,4,3,2,1
1,9,4,3,2,1.0608
1,9,4,3,2,0.96552
1,9,4,3,2,1.3071
1,9,4,3,2,1.2302
1,9,4,3,2,1.1739
1,9,4,3,2,0.84615
1,9,4,3,2,1.1333
1,9,4,3,2,0.84756
1,9,4,3,2,1.0827
1,9,4,3,2,0.73171
1,9,4,3,2,1.3231
1,9,4,3,2,0.9
1,9,4,3,2,1.2463
1,9,4,3,2,0.8012
1,9,4,3,2,1.4956
1,9,4,3,2,0.84713
1,9,4,3,2,1.3889
1,9,4,3,2,0.86577
1,9,4,3,2,1.5794
1,9,4,3,2,0.82237
1,9,4,3,2,1.4711
1,9,4,3,2,0.87097
1,9,4,3,2,1.5094
1,9,4,3,2,0.9396
1,9,4,3,2,1.2424
1,9,4,3,2,0.82432
1,9,4,3,2,1.1154
1,9,4,3,2,1.031
1,9,4,3,2,1.4113
1,9,4,3,2,1.1921
1,9,4,3,2,1.1176
1,9,4,3,2,1.1234
1,9,4,3,2,0.92179
1,9,4,3,2,1.3066
1,9,4,3,2,1.0231
1,9,4,3,2,1.2324
1,9,4,3,2,0.95238
1,9,4,3,2,1.2734
1,9,4,3,2,0.87429
1,9,4,3,2,1.1875
1,9,4,3,2,0.9881
1,9,4,3,2,1.4496
1,9,4,3,2,1
1,9,4,3,2,1.2826
1,9,4,3,2,0.94706
1,9,4,3,2,1.3043
1,9,4,3,2,0.75141
1,9,4,3,2,1.306
1,9,4,3,2,1.0058
1,9,4,3,2,1.2639
1,9,4,3,2,0.77457
1,9,4,3,2,1.3308
1,9,4,3,2,0.80473
1,9,4,3,2,1.0192
1,9,4,3,2,0.91772
1,9,4,3,2,1.2246
1,9,4,3,2,0.88824
1,9,4,3,2,1.2174
1,9,4,3,2,0.84076
1,9,4,3,2,1.2057
1,9,4,3,2,0.85625
1,9,4,3,2,1.0738
1,9,4,3,2,0.77976
1,9,4,3,2,1.2979
1,9,4,3,2,0.89506
1,9,4,3,2,1.3651
1,9,4,3,2,0.91667
1,9,4,3,2,1.5133
1,9,4,3,2,0.75723
1,9,4,3,2,1.0709
1,9,4,3,2,0.79394
1,9,4,3,2,1.3282
1,9,4,3,2,1
1,9,4,3,2,1.1481
1,9,4,3,2,1.1656
1,9,4,3,2,1.0537
1,9,4,3,2,1.0709
1,9,4,3,2,0.9
1,9,4,3,2,1.2869
1,9,4,3,2,1.0432
1,9,4,3,2,1.1438
1,9,4,3,2,0.98571
1,9,4,3,2,1.1295
1,9,4,3,2,0.97887
1,9,4,3,2,1.127
1,9,4,3,2,0.87162
1,9,4,3,2,1.2748
1,9,4,3,2,1.0222
1,9,4,3,2,1.4262
1,9,4,3,2,1.0775
1,9,4,3,2,1.2868
1,9,4,3,2,0.85211
1,9,4,3,2,1.281
1,9,4,3,2,0.91429
1,9,4,3,2,1.5524
1,9,4,3,2,0.97761
1,9,4,3,2,1.1544
1,9,4,3,2,0.94366
1,9,4,3,2,1.1143
1,9,4,3,2,0.85161
1,9,4,3,2,1.2661
1,9,4,3,2,0.83108
1,9,4,3,2,1.1103
1,9,4,3,2,0.74534
1,9,4,3,2,0.97403
1,9,4,3,2,0.84138
1,9,4,3,2,1.0851
1,9,4,3,2,1.1206
1,9,4,3,2,1.2558
1,9,4,3,2,1
1,9,4,3,2,1.155
1,9,4,3,2,0.97778
1,9,4,3,2,1.1544
1,9,4,3,2,0.88356
1,9,4,3,2,1.1935
1,9,4,3,2,1.0435
1,9,4,3,2,1.1387
1,9,4,3,2,0.86429
1,9,4,3,2,1.0942
1,9,4,3,2,1.0526
1,9,4,3,2,0.82353
1,9,4,3,2,1.2984
1,9,4,3,2,0.94231
1,9,4,3,2,1.2406
1,9,4,3,2,0.95364
1,9,4,3,2,1.1418
1,9,4,3,2,0.96855
1,9,4,3,2,1.4435
1,9,4,3,2,1.0268
1,9,4,3,2,1.381
1,9,4,3,2,0.9875
1,9,4,3,2,1.1594
1,9,4,3,2,0.94521
1,9,4,3,2,1.2444
1,9,4,3,2,1
1,9,4,3,2,1.0608
