grp , pp , S , IDR , IDL , q2R
2,7,4,3,2,0.90178
2,7,4,3,2,0.98427
2,7,4,3,2,0.99736
2,7,4,3,2,0.90178
2,7,4,3,2,0.98427
2,7,7,1,1,0.59559
2,7,7,1,1,0.5863
2,7,7,1,1,0.54724
2,7,7,1,1,0.59559
2,7,7,1,1,0.5863
2,7,7,1,1,0.54724
2,7,7,1,2,0.63482
2,7,7,1,2,0.51063
2,7,7,1,2,0.50888
2,7,7,1,2,0.63482
2,7,7,1,2,0.51063
2,7,7,1,2,0.50888
2,7,7,2,1,0.78031
2,7,7,2,1,0.85972
2,7,7,2,1,0.88405
2,7,7,2,1,0.78031
2,7,7,2,1,0.85972
2,7,7,2,1,0.88405
2,7,7,2,2,0.7098
2,7,7,2,2,0.98936
2,7,7,2,2,0.83113
2,7,7,2,2,0.7098
2,7,7,2,2,0.98936
2,7,7,2,2,0.83113
2,7,7,3,1,0.87447
2,7,7,3,1,0.85934
2,7,7,3,1,0.86491
2,7,7,3,1,0.87447
2,7,7,3,1,0.85934
2,7,7,3,1,0.86491
2,7,7,3,2,0.92107
2,7,7,3,2,0.79883
2,7,7,3,2,0.80319
2,7,7,3,2,0.92107
2,7,7,3,2,0.79883
2,7,7,3,2,0.80319
2,10,1,1,1,0.57911
2,10,1,1,1,0.50172
2,10,1,1,1,0.74974
2,10,1,1,1,0.57911
2,10,1,1,1,0.50172
2,10,1,1,1,0.74974
2,10,1,1,2,0.75864
2,10,1,1,2,0.65956
2,10,1,1,2,0.7854
2,10,1,1,2,0.75864
2,10,1,1,2,0.65956
2,10,1,1,2,0.7854
2,10,1,2,1,0.71872
2,10,1,2,1,0.69369
2,10,1,2,1,0.54204
2,10,1,2,1,0.71872
2,10,1,2,1,0.69369
2,10,1,2,1,0.54204
2,10,1,2,2,0.82094
2,10,1,2,2,0.66853
2,10,1,2,2,0.69537
2,10,1,2,2,0.82094
2,10,1,2,2,0.66853
2,10,1,2,2,0.69537
2,10,1,3,1,0.85347
2,10,1,3,1,0.71597
2,10,1,3,1,0.85043
2,10,1,3,1,0.85347
2,10,1,3,1,0.71597
2,10,1,3,1,0.85043
2,10,1,3,2,0.88229
2,10,1,3,2,0.85792
2,10,1,3,2,0.75982
2,10,1,3,2,0.88229
2,10,1,3,2,0.85792
2,10,1,3,2,0.75982
2,10,4,1,1,0.52345
2,10,4,1,1,0.46698
2,10,4,1,1,0.50023
2,10,4,1,1,0.52345
2,10,4,1,1,0.46698
2,10,4,1,1,0.50023
2,10,4,1,2,0.73263
2,10,4,1,2,0.54613
2,10,4,1,2,0.61032
2,10,4,1,2,0.73263
2,10,4,1,2,0.54613
2,10,4,1,2,0.61032
2,10,4,2,1,0.54086
2,10,4,2,1,0.61839
2,10,4,2,1,0.52006
2,10,4,2,1,0.54086
2,10,4,2,1,0.61839
2,10,4,2,1,0.52006
2,10,4,2,2,0.68767
2,10,4,2,2,0.54668
2,10,4,2,2,0.71032
2,10,4,2,2,0.68767
2,10,4,2,2,0.54668
2,10,4,2,2,0.71032
2,10,4,3,1,0.65248
2,10,4,3,1,0.48376
2,10,4,3,1,0.49247
2,10,4,3,1,0.65248
2,10,4,3,1,0.48376
2,10,4,3,1,0.49247
2,10,4,3,2,0.69458
2,10,4,3,2,0.84574
2,10,4,3,2,0.74664
2,10,4,3,2,0.69458
2,10,4,3,2,0.84574
2,10,4,3,2,0.74664
2,10,7,1,1,0.3751
2,10,7,1,1,0.37941
2,10,7,1,1,0.41281
2,10,7,1,1,0.3751
2,10,7,1,1,0.37941
2,10,7,1,1,0.41281
2,10,7,1,2,0.46301
2,10,7,1,2,0.45591
2,10,7,1,2,0.536
2,10,7,1,2,0.46301
2,10,7,1,2,0.45591
2,10,7,1,2,0.536
2,10,7,2,1,0.33314
2,10,7,2,1,0.55705
2,10,7,2,1,0.54811
2,10,7,2,1,0.33314
2,10,7,2,1,0.55705
2,10,7,2,1,0.54811
2,10,7,2,2,0.60156
2,10,7,2,2,0.70255
2,10,7,2,2,0.53422
2,10,7,2,2,0.60156
2,10,7,2,2,0.70255
2,10,7,2,2,0.53422
2,10,7,3,1,0.35299
2,10,7,3,1,0.47873
2,10,7,3,1,0.59432
2,10,7,3,1,0.35299
2,10,7,3,1,0.47873
2,10,7,3,1,0.59432
2,10,7,3,2,0.77856
2,10,7,3,2,0.6985
2,10,7,3,2,0.55243
2,10,7,3,2,0.77856
2,10,7,3,2,0.6985
2,10,7,3,2,0.55243
