group , participant , session , IDRight , IDLeft , value
2,10,1,1,1,0.015335
2,10,1,1,1,0.00085463
2,10,1,1,2,2.2169
2,10,1,1,2,-0.070301
2,10,1,1,2,-2.1212
2,10,1,2,1,0.012706
2,10,1,2,1,0.017112
2,10,1,2,1,-0.014053
2,10,1,2,2,-0.0054812
2,10,1,2,2,-0.042721
2,10,1,2,2,0.0026549
2,10,1,3,1,0.021015
2,10,1,3,1,0.046462
2,10,1,3,1,0.0083407
2,10,1,3,2,0.010285
2,10,1,3,2,-0.026317
2,10,1,3,2,-0.018294
2,10,4,1,1,-0.021802
2,10,4,1,1,-0.010664
2,10,4,1,1,-0.053737
2,10,4,1,2,-0.041386
2,10,4,1,2,2.9245
2,10,4,1,2,-0.019732
2,10,4,2,1,0.032211
2,10,4,2,1,0.0024453
2,10,4,2,1,0.0071556
2,10,4,2,2,0.07914
2,10,4,2,2,0.49516
2,10,4,2,2,0.00055616
2,10,4,3,1,0.053735
2,10,4,3,1,0.0095867
2,10,4,3,1,-0.0049549
2,10,4,3,2,-0.011427
2,10,4,3,2,-0.021987
2,10,4,3,2,0.018543
2,10,7,1,1,-0.032343
2,10,7,1,1,-0.06231
2,10,7,1,1,-0.079198
2,10,7,1,2,-0.020111
2,10,7,1,2,-0.049309
2,10,7,1,2,3.1045
2,10,7,2,1,-0.041001
2,10,7,2,1,-0.030703
2,10,7,2,1,-3.1143
2,10,7,2,2,-3.0652
2,10,7,2,2,-3.0428
2,10,7,2,2,-3.044
2,10,7,3,1,-0.016373
2,10,7,3,1,-3.114
2,10,7,3,1,-3.0988
2,10,7,3,2,0.032161
2,10,7,3,2,-0.0012935
2,10,7,3,2,-3.112
